personName,position,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints
Shaun Livingston,G,24,66,36.36363636363637,0,3,0.0,15,15,100.0,2,35,37,38,11,2,17,22,63,-101
Sheldon Mac,G,30,75,40.0,7,30,23.333333333333332,23,27,85.18518518518519,4,30,34,15,8,2,5,17,90,-55
Shelvin Mack,G,595,1377,43.20987654320987,136,413,32.92978208232446,201,284,70.77464788732394,69,436,505,730,156,16,318,317,1527,-10
Simone Fontecchio,F,276,670,41.19402985074627,154,424,36.32075471698113,67,84,79.76190476190477,83,179,262,115,45,26,90,143,773,-196
Skal Labissiere,"F, C",429,872,49.19724770642202,30,85,35.294117647058826,181,242,74.79338842975206,223,438,661,152,53,99,151,314,1069,-177
Skylar Mays,G,87,206,42.23300970873786,26,75,34.66666666666667,25,30,83.33333333333334,11,45,56,125,20,4,28,31,225,-168
Sonny Weems,F,270,623,43.33868378812199,32,102,31.372549019607842,80,109,73.39449541284404,46,160,206,153,44,3,127,134,652,-438
Spencer Dinwiddie,G,185,492,37.60162601626016,70,226,30.973451327433626,116,143,81.11888111888112,36,171,207,256,27,7,73,107,556,-104
Spencer Hawes,"C, F",1060,2284,46.409807355516634,124,339,36.57817109144543,288,401,71.82044887780549,468,1309,1777,578,100,299,402,688,2532,-525
Stanley Johnson,F,176,414,42.51207729468599,70,201,34.82587064676617,79,110,71.81818181818181,58,227,285,176,74,28,102,180,501,-238
Stephen Jackson,F,185,483,38.302277432712216,65,232,28.01724137931034,93,124,75.0,28,208,236,121,65,21,114,127,528,184
Steve Nash,G,694,1366,50.805270863836014,136,346,39.30635838150289,354,391,90.53708439897699,66,380,446,1519,86,12,494,140,1878,465
Steve Novak,F,119,273,43.58974358974359,99,221,44.79638009049774,14,16,87.5,14,93,107,27,13,11,15,79,351,4
Steven Adams,C,2157,3664,58.87008733624454,1,10,10.0,876,1573,55.68976478067387,1823,2206,4029,615,469,531,757,1384,5191,1635
Svi Mykhailiuk,"G, F",215,517,41.58607350096712,89,277,32.12996389891697,46,57,80.7017543859649,33,148,181,98,50,10,81,84,565,-277
T.J. McConnell,G,884,1816,48.6784140969163,83,248,33.46774193548387,159,207,76.81159420289855,147,754,901,1462,400,50,502,480,2010,-672
T.J. Warren,F,1593,3213,49.57983193277311,162,478,33.89121338912134,473,618,76.53721682847896,392,735,1127,304,254,139,256,608,3821,-1090
Taj Gibson,"F, C",154,304,50.6578947368421,9,25,36.0,58,81,71.60493827160494,70,126,196,47,29,27,54,124,375,16
Talen Horton-Tucker,G,441,1078,40.909090909090914,118,385,30.649350649350648,214,277,77.25631768953069,62,269,331,423,86,48,191,202,1214,-115
Taylor Hendricks,F,108,240,45.0,53,140,37.857142857142854,23,29,79.3103448275862,46,139,185,32,28,30,27,77,292,-150
Terence Davis,"G, F",661,1523,43.40118187787262,330,901,36.625971143174255,166,201,82.58706467661692,101,523,624,305,151,51,225,395,1818,240
Terrance Ferguson,"G, F",334,827,40.3869407496977,195,583,33.44768439108062,61,81,75.30864197530865,75,188,263,144,92,43,93,476,924,-105
Terrence Ross,"F, G",2940,7032,41.80887372013652,1329,3673,36.18295671113531,838,1001,83.71628371628371,256,1805,2061,936,587,231,700,1230,8047,-307
Thabo Sefolosha,"G, F",778,1683,46.22697563874034,281,745,37.718120805369125,265,336,78.86904761904762,231,1064,1295,437,411,133,269,616,2102,1038
Thaddeus Young,"F, C",2211,4353,50.79255685733977,122,415,29.397590361445786,552,825,66.9090909090909,835,1448,2283,699,585,186,518,919,5096,-366
Theo Maledon,G,346,935,37.00534759358289,149,463,32.18142548596112,183,238,76.89075630252101,45,298,343,338,87,22,209,196,1024,-828
Thomas Bryant,"C, F",688,1159,59.36151855047454,91,253,35.96837944664031,244,317,76.97160883280758,255,699,954,213,60,145,143,303,1711,-357
Thomas Robinson,"F, C",370,796,46.482412060301506,0,3,0.0,154,278,55.39568345323741,292,556,848,103,80,61,181,330,894,-217
Tiago Splitter,"C, F",992,1777,55.8244231851435,2,12,16.666666666666664,629,910,69.12087912087912,531,1128,1659,393,178,197,360,614,2615,1045
Tim Duncan,"F, C",2348,4713,49.81964778272862,4,29,13.793103448275861,1155,1564,73.84910485933503,846,2910,3756,1132,291,785,746,758,5855,2255
Tim Frazier,G,122,336,36.30952380952381,31,107,28.971962616822427,46,75,61.33333333333333,40,161,201,329,68,9,122,178,321,-184
Timothe Luwawu-Cabarrot,"G, F",258,671,38.45007451564829,108,341,31.671554252199414,155,187,82.88770053475936,43,196,239,133,48,16,116,265,779,-107
Tobias Harris,F,3797,7917,47.96008589112037,768,2160,35.55555555555556,1490,1805,82.54847645429363,675,3251,3926,1542,485,358,870,1230,9852,489
Tomas Satoransky,"G, F",559,1145,48.82096069868996,126,322,39.130434782608695,253,318,79.55974842767296,188,469,657,885,175,38,264,401,1497,26
Tony Battie,C,64,147,43.53741496598639,2,4,50.0,12,18,66.66666666666666,25,141,166,28,9,21,16,85,142,8
Tony Bradley,C,268,413,64.89104116222761,3,7,42.857142857142854,71,105,67.61904761904762,209,323,532,62,31,65,66,183,610,-44
Tony Parker,G,3154,6367,49.53667347259306,186,526,35.361216730038024,1336,1692,78.95981087470449,135,1140,1275,3057,397,39,1108,754,7830,2229
Tony Snell,F,36,97,37.11340206185567,24,75,32.0,3,3,100.0,11,61,72,20,8,7,11,44,99,-145
Tony Wroten,G,542,1307,41.469013006885994,80,347,23.054755043227665,349,543,64.27255985267035,93,242,335,394,129,24,346,234,1513,-740
Torrey Craig,F,391,841,46.4922711058264,162,433,37.41339491916859,60,82,73.17073170731707,216,479,695,183,91,99,121,294,1004,-202
Toumani Camara,F,197,438,44.97716894977169,58,172,33.72093023255814,75,99,75.75757575757575,139,204,343,87,66,33,84,174,527,-189
Travis Outlaw,"F, G",264,678,38.93805309734513,71,227,31.277533039647576,111,150,74.0,72,218,290,85,50,48,65,163,710,-187
Tre Jones,G,847,1760,48.125,122,405,30.12345679012346,337,400,84.25,151,559,710,1198,217,25,285,281,2153,-446
Tre Mann,"G, F",448,1129,39.681133746678476,187,548,34.12408759124087,108,138,78.26086956521739,56,294,350,231,90,23,142,204,1191,-226
Trendon Watford,"F, C",323,590,54.74576271186441,34,102,33.33333333333333,143,194,73.71134020618557,99,338,437,211,57,40,115,234,823,-531
Trent Forrest,G,108,226,47.78761061946903,10,53,18.867924528301888,57,67,85.07462686567165,34,109,143,151,39,10,69,65,283,29
Trevor Ariza,"F, G",1013,2364,42.85109983079526,478,1292,36.9969040247678,419,526,79.65779467680608,227,1131,1358,647,358,76,378,492,2923,-192
Trevor Booker,F,1127,2178,51.74471992653811,44,142,30.985915492957744,400,635,62.99212598425197,816,1349,2165,372,268,239,374,842,2698,-464
Trey Burke,G,1148,2918,39.342015078821106,370,1090,33.94495412844037,313,387,80.87855297157623,108,498,606,1025,160,33,395,425,2979,-425
Trey Lyles,"F, C",963,2215,43.47629796839729,387,1062,36.440677966101696,369,490,75.3061224489796,345,1328,1673,379,137,123,295,537,2682,31
Tristan Thompson,C,76,151,50.331125827814574,1,1,100.0,32,60,53.333333333333336,72,89,161,18,11,12,29,52,185,-53
Tristan Vukcevic,C,29,67,43.28358208955223,10,36,27.77777777777778,17,22,77.27272727272727,6,30,36,13,5,7,10,28,85,32
Troy Brown Jr.,"F, G",403,945,42.645502645502646,97,294,32.99319727891156,151,201,75.12437810945273,122,467,589,277,109,16,125,217,1054,-267
Troy Daniels,"G, F",345,850,40.588235294117645,257,652,39.41717791411043,74,87,85.0574712643678,25,175,200,74,52,10,83,216,1021,-521
Ty Jerome,"G, F",290,728,39.83516483516483,139,404,34.4059405940594,76,97,78.35051546391753,36,179,215,273,65,14,102,163,795,-244
Ty Lawson,G,237,522,45.40229885057471,34,118,28.8135593220339,173,217,79.72350230414746,44,135,179,334,74,6,129,119,681,-156
Tyler Hansbrough,"F, C",179,361,49.584487534626035,1,9,11.11111111111111,223,324,68.82716049382715,226,326,552,38,58,34,67,273,582,188
Tyler Johnson,G,117,316,37.0253164556962,47,152,30.92105263157895,58,71,81.69014084507043,28,88,116,111,29,17,40,75,339,-174
Tyler Ulis,G,398,988,40.2834008097166,63,225,28.000000000000004,139,172,80.81395348837209,44,179,223,537,118,12,204,193,998,-457
Tyreke Evans,"G, F",1215,2741,44.32688799708136,129,428,30.140186915887853,640,829,77.20144752714113,173,729,902,864,271,91,505,431,3199,-782
Tyrese Haliburton,"G, F",560,1205,46.47302904564315,225,548,41.058394160583944,135,160,84.375,78,294,372,688,163,62,207,154,1480,-406
Tyrese Maxey,G,1758,3756,46.80511182108626,535,1350,39.62962962962963,782,907,86.21830209481807,96,682,778,1086,199,86,325,518,4833,684
Tyson Chandler,C,465,741,62.75303643724697,0,1,0.0,265,406,65.27093596059113,469,1103,1572,153,87,96,224,398,1195,-778
Tyus Jones,G,326,666,48.94894894894895,106,256,41.40625,32,40,80.0,20,159,179,485,71,18,66,48,790,-497
Udoka Azubuike,C,116,153,75.81699346405229,0,0,0.0,24,54,44.44444444444444,64,171,235,14,9,36,37,85,256,-192
Victor Claver,"F, G",100,251,39.8406374501992,34,116,29.310344827586203,24,41,58.536585365853654,43,135,178,56,30,16,58,103,258,-64
Victor Oladipo,G,1702,3924,43.374108053007134,383,1108,34.56678700361011,831,1039,79.98075072184793,181,1086,1267,1080,443,131,732,726,4618,-424
Victor Wembanyama,"C, F",551,1186,46.45868465430017,128,394,32.48730964467005,292,367,79.56403269754769,161,594,755,274,88,254,260,153,1522,-143
Vince Carter,"G, F",503,1174,42.84497444633731,173,486,35.59670781893004,156,210,74.28571428571429,72,351,423,215,109,46,126,289,1335,60
Vit Krejci,"G, F",68,167,40.7185628742515,32,98,32.6530612244898,19,22,86.36363636363636,18,83,101,57,19,8,29,65,187,-179
Von Wafer,G,71,157,45.22292993630573,14,39,35.8974358974359,38,54,70.37037037037037,6,39,45,29,10,3,35,26,194,-48
Walker Kessler,C,527,764,68.97905759162303,5,22,22.727272727272727,138,252,54.761904761904766,396,705,1101,129,56,327,124,301,1197,-77
Wendell Carter Jr.,"C, F",1005,1927,52.153606642449404,221,639,34.58528951486698,429,604,71.02649006622516,433,1286,1719,433,118,122,320,499,2660,-267
Wenyen Gabriel,F,21,48,43.75,6,20,30.0,15,22,68.18181818181817,21,31,52,8,11,7,16,39,63,-44
Wes Iwundu,"F, G",303,725,41.793103448275865,66,207,31.88405797101449,196,247,79.35222672064778,97,355,452,190,86,47,100,284,868,-60
Wesley Johnson,G,171,436,39.22018348623853,56,181,30.939226519337016,34,45,75.55555555555556,23,118,141,41,24,23,54,74,432,-236
Wesley Matthews,"G, F",1888,4311,43.79494316863837,826,2096,39.408396946564885,923,1119,82.48436103663985,228,956,1184,787,441,66,511,823,5525,715
Will Barton,G,359,929,38.64370290635091,89,296,30.067567567567565,123,159,77.35849056603774,70,320,390,230,85,33,143,163,930,-393
Willie Cauley-Stein,"C, F",1246,2334,53.384747215081404,4,18,22.22222222222222,475,777,61.132561132561136,531,1350,1881,484,273,228,308,707,2971,-550
Willie Green,G,118,306,38.56209150326798,42,121,34.710743801652896,28,34,82.35294117647058,14,65,79,68,26,5,48,81,306,-85
Wilson Chandler,F,91,207,43.96135265700483,46,118,38.983050847457626,13,18,72.22222222222221,44,124,168,72,22,18,39,94,241,149
Xavier Cooks,C,17,28,60.71428571428571,0,1,0.0,4,10,40.0,16,22,38,6,6,4,8,13,38,19
Yogi Ferrell,G,232,540,42.96296296296296,78,228,34.21052631578947,96,109,88.07339449541286,19,139,158,206,54,8,68,102,638,-69
Yuta Watanabe,"F, G",170,415,40.963855421686745,87,244,35.65573770491803,58,84,69.04761904761905,65,231,296,71,46,42,54,129,485,-131
Zach Collins,"F, C",994,2076,47.88053949903661,209,622,33.60128617363344,409,545,75.04587155963303,459,1080,1539,574,131,226,455,815,2606,-553
Zach Randolph,"F, C",361,763,47.313237221494106,51,147,34.69387755102041,84,107,78.50467289719626,97,300,397,127,42,10,116,119,857,-353
Zavier Simpson,G,19,52,36.53846153846153,1,8,12.5,5,5,100.0,2,19,21,30,5,4,10,15,44,-95
Zhaire Smith,G,17,45,37.77777777777778,6,19,31.57894736842105,8,12,66.66666666666666,3,12,15,12,5,2,8,12,48,4
